Fecha y hora,Departamento,Jurisdiccion,Tipo de siniestro,Vehiculo,Rol,Edad,Sexo,Dias Fallecidos,Otro vehiculo,Lugar del Siniestro,Latitud,Longitud
3/27/2013 11:30:00,MONTEVIDEO,NACIONAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,82,M,28,MOTO,RUTA 8 km. 21.200 esq. CAMINO TENIENTE GALEANO,-34.8154003,-56.1079411
3/27/2013 15:40:00,FLORIDA,NACIONAL,COLISION ENTRE VEHICULOS,AUTO,CONDUCTOR,38,M,1,AUTO,RUTA 5 km. 94.500,-33.7297462,-56.3249493
3/27/2013 15:40:00,FLORIDA,NACIONAL,COLISION ENTRE VEHICULOS,AUTO,CONDUCTOR,67,F,0,AUTO,RUTA 5 km. 94.500,-33.7297462,-56.3249493
3/29/2013 3:10:00,CANELONES,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,N,M,0,CAMIONETA,FRANCISCO ACUóA DE FIGUEROA esq. JOSE BATLLE Y ORDOóEZ,-34.5299911,-56.2827606
3/30/2013 16:45:00,PAYSANDU,NACIONAL,DESPISTE,AUTO,PASAJERO,79,M,0,,RUTA 3 km. 381,-32.3030185,-58.0430716
3/30/2013 18:30:00,MONTEVIDEO,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,49,M,0,CAMIONETA,AV. ITALIA esq. SANTANA,-34.8886733,-56.1169533
3/30/2013 19:30:00,RIO NEGRO,NACIONAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,55,M,0,CAMION,RUTA 25 km. 3.500,-32.766518,-57.9198736
3/31/2013 6:00:00,MALDONADO,DEPARTAMENTAL,DESPISTE,CAMIONETA,CONDUCTOR,35,M,1,,CALLE 3 esq. CALLE 13,-34.6277617,-54.9611836
3/31/2013 16:30:00,MONTEVIDEO,NACIONAL,COLISION ENTRE VEHICULOS,CAMIONETA,PASAJERO,10,F,2,OMNIBUS,RUTA 5 esq. Luis Batlle Berres,-34.9011127,-56.1645314
3/31/2013 19:30:00,CANELONES,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,BICICLETA,CONDUCTOR,18,M,1,OMNIBUS,AVENIDA PEREZ BUTLER esq. FRANCISCO MACHADO,-34.516667,-56.283333
3/31/2013 19:50:00,MONTEVIDEO,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,PASAJERO,20,M,1,AUTO,AVENIDA DOCTOR CARLOS NERY esq. JAEN,-34.8406932,-56.1277068
4/1/2013 0:30:00,MONTEVIDEO,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,33,M,0,AUTO,AVENIDA 18 DE JULIO esq. JUAN PAULLIER,-34.8910943,-56.1704682
4/1/2013 21:50:00,PAYSANDU,NACIONAL,COLISION ENTRE VEHICULOS,AUTO,PASAJERO,78,M,0,CAMION,RUTA 26 km. 78,-31.8860605,-57.043305
4/2/2013 8:20:00,PAYSANDU,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,38,F,1,MOTO,SARANDI esq. GENERAL EUGENIO GARZON,-34.6832581,-58.3439941
4/3/2013 7:50:00,MONTEVIDEO,NACIONAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,22,M,0,CAMIONETA,RUTA 1 esq. AVENIDA DOCTOR SANTIN CARLOS ROSSI,-34.9011127,-56.1645314
4/3/2013 14:45:00,MONTEVIDEO,NACIONAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,31,M,0,AUTO,RUTA 5 esq. RUTA DE ACCESO,-34.9295555,-56.160332
4/3/2013 16:00:00,MONTEVIDEO,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,31,M,1,CAMION,CAMAMBU esq. RUPERTO PEREZ,-34.8734986,-56.1347641
4/5/2013 6:48:00,MONTEVIDEO,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,32,M,6,AUTO,CONCILIACION esq. BENITO RIQUET,-34.8663693,-56.2315275
4/6/2013 17:20:00,SAN JOSE,NACIONAL,DESPISTE,AUTO,PASAJERO,19,M,0,,RUTA 3 km. 95,-34.3443517,-56.7286901
4/6/2013 17:20:00,SAN JOSE,NACIONAL,DESPISTE,AUTO,PASAJERO,23,M,1,,RUTA 3 km. 95,-34.3443517,-56.7286901
4/7/2013 0:45:00,CANELONES,NACIONAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,20,M,0,MOTO,RUTA 7 km. 79.200,-34.5214738,-56.2999351
4/7/2013 6:00:00,CANELONES,DEPARTAMENTAL,DESPISTE,MOTO,CONDUCTOR,31,M,0,,CESAR MAYO GUTIERREZ esq. ARAUCARIA,-34.516667,-56.283333
4/8/2013 13:00:00,PAYSANDU,DEPARTAMENTAL,DESPISTE,CAMIONETA,CONDUCTOR,28,M,0,,RUTA DE LOS CHARRUAS,-32.314541,-58.0815532
4/9/2013 11:10:00,ARTIGAS,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,61,M,11,MOTO,GRAL. GARZON esq. BELLA UNION,-30.25,-57.583333
4/9/2013 18:50:00,MONTEVIDEO,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,PEATON,PEATON,42,M,0,MOTO,AVENIDA GENERAL RONDEAU esq. CORONEL FRANCISCO TAJES,-34.9011127,-56.1645314
4/11/2013 6:30:00,CANELONES,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,AUTO,PASAJERO,19,M,0,MAQUINARIA,RUTA 67 km 31.300.,-34.5214738,-56.2999351
4/11/2013 21:00:00,LAVALLEJA,NACIONAL,ATROPELLO DE PEATON,PEATON,PEATON,48,M,0,CAMIONETA,RUTA 8 km. 187,-34.3779782,-55.2527051
4/12/2013 6:30:00,MONTEVIDEO,DEPARTAMENTAL,ATROPELLO DE PEATON,PEATON,PEATON,58,F,1,OMNIBUS,AVENIDA OCHO DE OCTUBRE esq. AGUSTIN ABREU,-34.8820783,-56.1485052
4/12/2013 19:20:00,MONTEVIDEO,DEPARTAMENTAL,ATROPELLO DE PEATON,PEATON,PEATON,61,M,1,MOTO,BOULEVARD JOSE BATLLE Y ORDOóEZ esq. JOSE ARECHAVALETA,-34.8484383,-56.1875916
4/12/2013 20:50:00,CANELONES,DEPARTAMENTAL,ATROPELLO DE PEATON,PEATON,PEATON,48,M,0,CAMIONETA,AVENIDA GIANNATASIO Km.23,-34.8274986,-55.9683926
4/13/2013 0:01:00,MONTEVIDEO,DEPARTAMENTAL,COLISION CON OBSTACULO,CAMIONETA,CONDUCTOR,42,M,0,,LIMA esq. REPUBLICA,-34.896566,-56.1768371
4/13/2013 2:18:00,MONTEVIDEO,DEPARTAMENTAL,ATROPELLO DE PEATON,PEATON,PEATON,61,F,0,AUTO,AVENIDA ITALIA esq. BOULEVARD JOSE BATLLE Y ORDOóEZ,-34.8867416,-56.1379089
4/14/2013 2:05:00,COLONIA,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,19,F,0,CAMIONETA,AV. BATLLE Y ORD?óEZ fte a Land House,0,0
4/14/2013 4:35:00,TACUAREMBO,NACIONAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,51,M,0,AUTO,RUTA 5 km. 387.5,-31.7063755,-56.0057081
4/14/2013 9:15:00,FLORIDA,NACIONAL,COLISION ENTRE VEHICULOS,CAMIONETA,CONDUCTOR,49,M,0,AUTO,RUTA 5 km. 101,-33.7297462,-56.3249493
4/14/2013 19:40:00,SAN JOSE,NACIONAL,ATROPELLO DE ANIMALES,CABALLO,CONDUCTOR,20,M,0,AUTO,RUTA 1 km. 42,-34.7536068,-56.4131806
4/14/2013 19:40:00,SAN JOSE,NACIONAL,ATROPELLO DE ANIMALES,AUTO,CONDUCTOR,44,M,0,CABALLO,RUTA 1 km. 42,-34.7536068,-56.4131806
4/15/2013 0:50:00,TACUAREMBO,NACIONAL,COLISION CON OBSTACULO,MOTO,CONDUCTOR,21,M,0,,RUTA 5 km. 338,-31.7063755,-56.0057081
4/15/2013 15:15:00,FLORIDA,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,CAMIONETA,CONDUCTOR,31,M,0,MAQUINARIA,CAMINO NACIONAL a 1 km de LA CRUZ,-33.929167,-56235
4/17/2013 22:15:00,MONTEVIDEO,DEPARTAMENTAL,CAIDA,MOTO,CONDUCTOR,45,M,1,,DOCTOR CARLOS MARIA DE PENA esq. CORONILLA,-34.8414448,-56.2247123
4/20/2013 0:00:00,MALDONADO,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,17,M,1,MOTO,RAMBLA entre TRAPANI Y FREIRE,-34.6277617,-54.9611836
4/20/2013 5:00:00,DURAZNO,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,25,M,1,CAMIONETA,PLZA ARTIGAS esq. DOCTOR E. PENZA,-32.8866806,-55.6134682
4/21/2013 0:50:00,TACUAREMBO,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,PASAJERO,20,F,0,MOTO,DIECIOCHO DE JULIO esq. PROF. JULIO CASTRO,-34.9023258,-56.1834883
4/21/2013 5:30:00,CANELONES,NACIONAL,COLISION ENTRE VEHICULOS,AUTO,CONDUCTOR,60,M,0,CAMIONETA,RUTA 11 km. 95.500,-34.5214738,-56.2999351
4/21/2013 8:55:00,MONTEVIDEO,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,40,M,1,AUTO,CAMINO FAUQUET esq. ROTONDA,-34.9011127,-56.1645314
4/21/2013 20:00:00,CANELONES,NACIONAL,COLISION ENTRE VEHICULOS,BICICLETA,CONDUCTOR,N,M,0,CAMIONETA,RUTA 5 esq. RUTA 81,-34.516667,-56.283333
4/22/2013 7:00:00,RIVERA,NACIONAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,59,M,0,CAMIONETA,RUTA 5 km. 468,-30.9510806,-55.5393908
4/22/2013 13:20:00,CANELONES,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,18,M,2,CAMION,PASO ESCOBAR esq. VENTURA,-34.516667,-56.283333
4/22/2013 15:30:00,MALDONADO,DEPARTAMENTAL,DESPISTE,CAMIONETA,CONDUCTOR,58,M,0,,CAMINO DE LAS SIERRAS a 200m de Villa Rural,-34.6277617,-54.9611836
4/22/2013 16:45:00,SAN JOSE,NACIONAL,COLISION CON OBSTACULO,CAMIONETA,PASAJERO,57,M,0,,RUTA 1 km. 90.650,-34.7536068,-56.4131806
4/22/2013 18:50:00,MONTEVIDEO,DEPARTAMENTAL,ATROPELLO DE PEATON,PEATON,PEATON,80,M,1,MOTO,AVENIDA GENERAL FLORES esq. DOCTOR JUAN JOSE DE AMEZAGA,-34.9011127,-56.1645314
4/24/2013 6:50:00,MONTEVIDEO,DEPARTAMENTAL,ATROPELLO DE PEATON,PEATON,PEATON,67,M,1,MOTO,AVENIDA AGRACIADA esq. CORONEL FRANCISCO TAJES,-34.9011127,-56.1645314
4/25/2013 7:15:00,MALDONADO,NACIONAL,COLISION ENTRE VEHICULOS,AUTO,CONDUCTOR,59,F,0,CAMION,RUTA 9 km. 139,-34.7336343,-54.9965384
4/25/2013 9:55:00,COLONIA,NACIONAL,DESPISTE,AUTO,CONDUCTOR,33,M,0,,RUTA 21 km. 227,-33.9820739,-58.2825502
4/25/2013 12:15:00,MONTEVIDEO,NACIONAL,COLISION ENTRE VEHICULOS,CAMION,PASAJERO,63,M,0,CAMION,RUTA 102 esq. CAMINO FAUQUET,-34.7655102,-56.2684036
4/25/2013 19:30:00,COLONIA,DEPARTAMENTAL,CAIDA,MOTO,PASAJERO,45,M,0,,RUTA 1 VIEJA - PTE. ARROYO LA CABALLADA,0,0
4/26/2013 7:50:00,CANELONES,NACIONAL,COLISION ENTRE VEHICULOS,AUTO,CONDUCTOR,28,M,0,CAMION,RUTA 8 km. 45.800,-34.6907102,-55.8203886
4/26/2013 19:00:00,CANELONES,NACIONAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,38,F,0,AUTO,RUTA 32 km. 22.600,-34.5214738,-56.2999351
4/27/2013 13:52:00,TACUAREMBO,NACIONAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,59,F,0,CAMION,RUTA 26 esq. GRAL. MANUEL ORIBE Radial la Plaqueta,0,0
4/27/2013 21:10:00,CANELONES,NACIONAL,COLISION ENTRE VEHICULOS,MOTO,PASAJERO,N,M,0,OMNIBUS,RUTA 101 esq. AVENIDA CALCAGNO,-34.516667,-56.283333
4/27/2013 23:00:00,CANELONES,NACIONAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,30,M,1,AUTO,RUTA 7 km. 30,-34.5214738,-56.2999351
4/28/2013 15:35:00,RIVERA,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,12,F,0,CAMIONETA,CAMINO CURTICEIRAS a 1 km de Escuela 40,0,0
4/30/2013 18:20:00,SAN JOSE,NACIONAL,COLISION ENTRE VEHICULOS,AUTO,PASAJERO,1,F,0,CAMION,RUTA 11 km. 60.300,-34.3449612,-56.7168355
4/30/2013 18:20:00,SAN JOSE,NACIONAL,COLISION ENTRE VEHICULOS,AUTO,PASAJERO,32,F,0,CAMION,RUTA 11 km. 60.300,-34.3449612,-56.7168355
4/30/2013 18:20:00,SAN JOSE,NACIONAL,COLISION ENTRE VEHICULOS,AUTO,CONDUCTOR,39,M,0,CAMION,RUTA 11 km. 60.300,-34.3449612,-56.7168355
4/30/2013 18:20:00,SAN JOSE,NACIONAL,COLISION ENTRE VEHICULOS,AUTO,PASAJERO,67,M,0,CAMION,RUTA 11 km. 60.300,-34.3449612,-56.7168355
4/30/2013 18:20:00,SAN JOSE,NACIONAL,COLISION ENTRE VEHICULOS,AUTO,PASAJERO,65,F,0,CAMION,RUTA 11 km. 60.300,-34.3449612,-56.7168355
4/30/2013 19:00:00,SALTO,DEPARTAMENTAL,CAIDA,MOTO,CONDUCTOR,39,M,0,,AVENIDA SOLARI frente Cementerio Parque,-31.4331894,-57.9757996
4/30/2013 19:10:00,MONTEVIDEO,DEPARTAMENTAL,ATROPELLO DE PEATON,PEATON,PEATON,81,M,1,OMNIBUS,PEDRO GIRALT esq. ALAGOAS,-34.8543989,-56.2452733
5/1/2013 21:00:00,MONTEVIDEO,DEPARTAMENTAL,CAIDA,MOTO,CONDUCTOR,N,M,0,,OCHO esq. CAMINO TENIENTE GALEANO,-34.8154003,-56.1079411
5/2/2013 16:31:00,SORIANO,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,70,M,1,AUTO,CONTINUACI?N RICO PUPO esq. PERIMETRAL,0,0
5/2/2013 19:00:00,ROCHA,NACIONAL,ATROPELLO DE PEATON,PEATON,PEATON,74,M,0,CAMIONETA,RUTA 19 esq. ARROYO CONVENTOS,-33.6921196,-53.4683418
5/3/2013 22:40:00,FLORIDA,NACIONAL,DESPISTE,CAMIONETA,PASAJERO,55,M,0,,RUTA 6 km. 193,-33.7763538,-55.8315995
5/5/2013 4:45:00,ROCHA,NACIONAL,DESPISTE,CAMIONETA,PASAJERO,20,M,0,,RUTA 14 km. 500,-34.4878288,-54.319523
5/6/2013 7:45:00,RIVERA,DEPARTAMENTAL,DESPISTE,MOTO,CONDUCTOR,20,M,0,,AVENIDA MANUEL ORIBE,-30.9080005,-55.5327642
5/6/2013 20:15:00,RIO NEGRO,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,55,M,1,AUTO,RUTA PUENTE PUERTO esq. YAROS,-33.1247711,-58.2862701
5/8/2013 8:25:00,CERRO LARGO,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,PASAJERO,17,M,1,AUTO,F. MATA esq. JOSE BATLLE Y ORDOóEZ,-31.9574909,-54.1217918
5/8/2013 19:15:00,PAYSANDU,NACIONAL,COLISION ENTRE VEHICULOS,AUTO,PASAJERO,40,M,0,CAMIONETA,RUTA 3 km. 330.5,-32.3030185,-58.0430716
5/9/2013 3:10:00,RIO NEGRO,NACIONAL,COLISION CON OBSTACULO,MOTO,CONDUCTOR,31,M,1,,RUTA 25 km. 31.100,-32.766518,-57.9198736
5/11/2013 2:50:00,CANELONES,NACIONAL,CAIDA,MOTO,CONDUCTOR,41,M,0,,RUTA INTERBALNEARIA km. 45.500.,-34.7679203,-55.7678729
5/11/2013 4:15:00,TACUAREMBO,DEPARTAMENTAL,DESPISTE,CAMIONETA,PASAJERO,20,F,0,,VEINTICINCO DE MAYO esq. VEINTICINCO DE AGOSTO,-31.7138405,-55.98246
5/11/2013 4:15:00,TACUAREMBO,DEPARTAMENTAL,DESPISTE,CAMIONETA,PASAJERO,20,F,0,,VEINTICINCO DE MAYO esq. VEINTICINCO DE AGOSTO,-31.7138405,-55.98246
5/11/2013 19:30:00,MONTEVIDEO,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,49,M,1,MOTO,DUNANT esq. CESAR BATLLE PACHECO,-34.9011127,-56.1645314
5/11/2013 20:10:00,SAN JOSE,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,PASAJERO,15,F,2,CAMION,RUTA 3 esq. APARICIO SARAVIA,-34.3470383,-56.7277184
5/12/2013 0:15:00,MONTEVIDEO,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,16,M,0,AUTO,MARIANO SOLER esq. PESTALOZZI,-34.8607499,-56.1814684
5/12/2013 1:30:00,CANELONES,NACIONAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,37,M,0,CAMIONETA,RUTA 64 km. 5.800,-34.5214738,-56.2999351
5/12/2013 3:30:00,CANELONES,NACIONAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,19,M,0,MOTO,RUTA 8 km. 59,-34.6907102,-55.8203886
5/12/2013 4:25:00,COLONIA,NACIONAL,DESPISTE,AUTO,CONDUCTOR,57,F,0,,RUTA 1 km 124.500,-34.4649078,-56.8951204
5/12/2013 4:45:00,LAVALLEJA,NACIONAL,COLISION ENTRE VEHICULOS,MOTO,PASAJERO,25,M,1,CAMIONETA,RUTA 12 esq. CARLOS FALCO,-34.0040354,-54.9611836
5/12/2013 6:00:00,ARTIGAS,DEPARTAMENTAL,COLISION CON OBSTACULO,MOTO,CONDUCTOR,25,M,1,,JOS ARTIGAS esq. PABLO ACOSTA,-30.2631893,-57.6114883
5/12/2013 16:30:00,CANELONES,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,34,M,0,CAMION,CAMINO LA YOLANDA esq. CON. PERUGORRIA,-34.516667,-56.283333
5/12/2013 22:35:00,DURAZNO,NACIONAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,38,M,0,MOTO,RUTA 5 km. 248.5,-32.9807436,-56.650692
5/13/2013 18:30:00,DURAZNO,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,72,M,1,MOTO,DAMASO ANTONIO LARRAóAGA esq. JOSE BATLLE Y ORDOóEZ,-32.8253403,-56.5009193
5/14/2013 18:50:00,CANELONES,NACIONAL,ATROPELLO DE PEATON,CAMIONETA,CONDUCTOR,82,F,6,CAMIONETA,RUTA 74 esq. CAMINO DEL INDIO,-34.516667,-56.283333
5/15/2013 12:32:00,PAYSANDU,NACIONAL,COLISION ENTRE VEHICULOS,CAMIONETA,PASAJERO,62,M,0,CAMION,RUTA 26 km. 78.400,-31.8860605,-57.043305
5/17/2013 3:00:00,PAYSANDU,NACIONAL,DESPISTE,CAMIONETA,CONDUCTOR,41,M,1,,RUTA 90 km. 81.9,-32.3588079,-57.9271214
5/17/2013 7:10:00,MONTEVIDEO,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,34,M,1,CAMIONETA,CAMINO TENIENTE GALEANO esq. CESAR BATLLE PACHECO,-34.9011127,-56.1645314
5/18/2013 4:00:00,SALTO,DEPARTAMENTAL,DESPISTE,AUTO,CONDUCTOR,36,M,0,,COSTANERA SUR Y ACUóA DE FIGUEROA,-31.3980007,-57.9456291
5/19/2013 1:10:00,CANELONES,NACIONAL,DESPISTE,CAMIONETA,CONDUCTOR,47,M,0,,RUTA 80 km 93,-34.5214738,-56.2999351
5/19/2013 9:00:00,SALTO,NACIONAL,COLISION ENTRE VEHICULOS,MOTO,PASAJERO,48,F,0,AUTO,RUTA 3 km 482,-31.3957169,-57.9065285
5/19/2013 9:00:00,SALTO,NACIONAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,51,M,0,AUTO,RUTA 3 km 482,-31.3957169,-57.9065285
5/19/2013 14:40:00,CANELONES,DEPARTAMENTAL,ATROPELLO DE PEATON,PEATON,PEATON,5,F,1,AUTO,TERESA MUóOZ esq. PEDRO ROSA GIFFUNI,-34.7529984,-56.225811
5/20/2013 8:45:00,CANELONES,DEPARTAMENTAL,DESPISTE,CAMIONETA,CONDUCTOR,42,M,0,,AVENIDA GENERAL ARTIGAS esq. AVENIDA COSTANERA,-34.516667,-56.283333
5/20/2013 13:25:00,MONTEVIDEO,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,19,M,1,CARRO,BOULEVARD APARICIO SARAVIA esq. JUAN ACOSTA,-34.8414685,-56.1639934
5/22/2013 18:00:00,CANELONES,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,33,F,0,OMNIBUS,AVENIDA PEREZ BUTLER esq. CIUDAD DE CANELONES,-34.516667,-56.283333
5/23/2013 6:30:00,MONTEVIDEO,DEPARTAMENTAL,COLISION CON OBSTACULO,MOTO,CONDUCTOR,55,M,0,,CAMINO MELILLA esq. CAMINO SERE,-34.7518951,-56.2989358
5/23/2013 17:20:00,MONTEVIDEO,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,40,M,5,AUTO,MATILDE PACHECO DE BATLLE Y ORDOóEZ esq. OFICIAL TRES --CASAVALLE--,-34.8248405,-56.1656494
5/25/2013 6:00:00,MONTEVIDEO,NACIONAL,ATROPELLO DE PEATON,PEATON,PEATON,29,F,0,CAMION,RUTA 8 km. 19.200,-34.7936321,-56.072506
5/26/2013 14:50:00,SAN JOSE,NACIONAL,COLISION ENTRE VEHICULOS,AUTO,CONDUCTOR,N,M,1,MOTO,RUTA 1 esq. EDUARDO PASCUAL,-34.7421303,-56.4437294
5/26/2013 19:00:00,DURAZNO,NACIONAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,53,M,1,MOTO,RUTA 14 esq. CNO. ROSSI,-33.2776604,-55.8139992
5/26/2013 19:25:00,CANELONES,NACIONAL,COLISION ENTRE VEHICULOS,AUTO,PASAJERO,42,F,0,AUTO,RUTA 74 km. 27.200,-34.733823,-56.0331219
5/26/2013 21:30:00,FLORIDA,NACIONAL,ATROPELLO DE PEATON,PEATON,PEATON,57,M,1,MOTO,RUTA 7 km. 250,-33.7705423,-55.965288
5/27/2013 23:10:00,CANELONES,NACIONAL,ATROPELLO DE PEATON,PEATON,PEATON,N,M,0,MOTO,RUTA INTERBALNEARIA km. 29.600,-34.7900943,-55.92794
5/28/2013 18:35:00,CANELONES,NACIONAL,DESPISTE,CAMIONETA,CONDUCTOR,68,M,1,,RUTA 5 km. 40.300,-34.4626926,-56.2733674
5/28/2013 18:51:00,CERRO LARGO,NACIONAL,ATROPELLO DE PEATON,PEATON,PEATON,55,M,0,CAMION,RUTA 26 km. 388.500,-32.3849116,-54.107563
5/30/2013 22:50:00,TREINTA Y TRES,NACIONAL,ATROPELLO DE ANIMALES,CABALLO,CONDUCTOR,63,M,0,CAMION,RUTA 18 km. 340 esq. CEBOLLATI,-33.2347412,-54.393011
5/31/2013 17:35:00,CANELONES,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,56,F,1,OMNIBUS,SANTA LUCIA esq. CORONEL PEIRAN,-34.516667,-56.283333
6/1/2013 6:28:00,MALDONADO,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,41,M,0,CAMIONETA,RUTA 39 km 13 (Pr«x. Pte. Arroyo de los Ceibos),0,0
6/1/2013 6:40:00,MONTEVIDEO,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,BICICLETA,CONDUCTOR,30,M,0,OMNIBUS,AVENIDA DON PEDRO DE MENDOZA esq. CAMINO TRABAL,-34.7420633,-56.1423746
6/1/2013 19:50:00,MONTEVIDEO,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,46,M,0,CAMIONETA,CAMINO REPETTO esq. DOMINGO MORA,-34.7965442,-56.088215
6/2/2013 1:10:00,LAVALLEJA,NACIONAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,53,M,0,CAMION,RUTA 12 km. 320.500,-34.3437437,-55.3786602
6/2/2013 6:24:00,MALDONADO,DEPARTAMENTAL,CAIDA,MOTO,CONDUCTOR,22,M,0,,ELIAS DE VICENZI esq. PEDRO ALFONSO,-34.6277617,-54.9611836
6/3/2013 10:10:00,RIVERA,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,39,F,0,OMNIBUS,AVENIDA ITALIA esq. ELIAS REGULES,-30.9130885,-55.5630429
6/4/2013 5:45:00,ARTIGAS,DEPARTAMENTAL,DESPISTE,CAMIONETA,CONDUCTOR,28,M,0,,CAMINO DEL YACUI,-30.7734411,-57.7608455
6/6/2013 11:50:00,CANELONES,DEPARTAMENTAL,ATROPELLO DE PEATON,PEATON,PEATON,79,M,1,AUTO,CAMINO CARRASCO esq. SERSALES,-34.516667,-56.283333
6/6/2013 19:45:00,MONTEVIDEO,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,24,F,0,CAMION,EMILIO CASTELAR esq. PIRAN,-34.8746631,-56.1223034
6/7/2013 19:00:00,PAYSANDU,NACIONAL,ATROPELLO DE ANIMALES,CABALLO,CONDUCTOR,80,M,0,CAMIONETA,RUTA 90 km. 5500,-32.3588079,-57.9271214
6/8/2013 3:45:00,RIVERA,DEPARTAMENTAL,COLISION CON OBSTACULO,MOTO,PASAJERO,19,F,0,MAQUINARIA,JAPON esq. TOMAS BERRETA,-30.8812199,-55.5528297
6/9/2013 19:30:00,CANELONES,NACIONAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,19,M,0,CAMION,RUTA 101 km. 23.500,-34.789378,-56.0013672
6/10/2013 19:30:00,SAN JOSE,NACIONAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,52,M,0,AUTO,RUTA 11 km. 45.800,-34.3449612,-56.7168355
6/10/2013 19:50:00,MALDONADO,NACIONAL,DESPISTE,AUTO,PASAJERO,46,F,0,,RUTA 60 km. 28.000,-34.9119265,-54.9900793
6/10/2013 20:30:00,ARTIGAS,NACIONAL,ATROPELLO DE PEATON,PEATON,PEATON,70,M,1,CAMIONETA,RUTA 30 km. 127,-30.4211287,-56.4708226
6/11/2013 7:28:00,MONTEVIDEO,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,37,M,0,CAMION,ARENAL GRANDE esq. BLANDENGUES,-34.8833584,-56.1831484
6/11/2013 16:20:00,TREINTA Y TRES,NACIONAL,COLISION ENTRE VEHICULOS,AUTO,CONDUCTOR,51,M,0,CAMION,RUTA 8 km. 292,-33.2140065,-54.3877412
